Probabilidade N TamanhoMaximo NumeroDeFalhas
0.200000 1000 8 1996
0.200000 1000 9 1963
0.200000 1000 10 1947
0.200000 1000 8 1926
0.200000 1000 12 1968
0.200000 1000 9 2005
0.200000 1000 8 1936
0.200000 1000 9 1963
0.200000 1000 11 1998
0.200000 1000 7 1981
0.200000 1000 11 1971
0.200000 1000 8 1952
0.200000 1000 8 1991
0.200000 1000 8 1925
0.200000 1000 9 1931
0.200000 1000 12 1815
0.200000 1000 9 1911
0.200000 1000 10 1951
0.200000 1000 11 1994
0.200000 1000 8 1956
0.200000 1000 9 1953
0.200000 1000 9 1929
0.200000 1000 9 1906
0.200000 1000 10 1946
0.200000 1000 9 1885
0.200000 1000 9 1934
0.200000 1000 10 1949
0.200000 1000 10 1890
0.200000 1000 8 1931
0.200000 1000 9 1897
0.200000 1000 8 1927
0.200000 1000 9 1962
0.200000 1000 9 1896
0.200000 1000 12 1877
0.200000 1000 9 2010
0.200000 1000 8 1961
0.200000 1000 8 1894
0.200000 1000 9 1950
0.200000 1000 10 1960
0.200000 1000 10 1991
0.200000 1000 12 1912
0.200000 1000 11 1949
0.200000 1000 10 1962
0.200000 1000 8 1934
0.200000 1000 8 1869
0.200000 1000 9 1884
0.200000 1000 13 2025
0.200000 1000 10 1930
0.200000 1000 11 1903
0.200000 1000 9 1965
0.200000 1000 10 2025
0.200000 1000 8 1958
0.200000 1000 10 1912
0.200000 1000 8 1942
0.200000 1000 11 1936
0.200000 1000 10 1962
0.200000 1000 8 1915
0.200000 1000 11 1994
0.200000 1000 9 1896
0.200000 1000 10 1877
0.200000 1000 9 1969
0.200000 1000 8 1876
0.200000 1000 12 1925
0.200000 1000 12 1979
0.200000 1000 11 2035
0.200000 1000 10 1870
0.200000 1000 8 1959
0.200000 1000 9 1909
0.200000 1000 8 1846
0.200000 1000 8 1926
0.200000 1000 9 1905
0.200000 1000 12 1979
0.200000 1000 10 1933
0.200000 1000 10 1957
0.200000 1000 9 1868
0.200000 1000 12 1963
0.200000 1000 9 1899
0.200000 1000 9 2025
0.200000 1000 9 2002
0.200000 1000 11 1976
0.200000 1000 11 1918
0.200000 1000 10 2050
0.200000 1000 9 1927
0.200000 1000 9 1996
0.200000 1000 8 1933
0.200000 1000 7 1996
0.200000 1000 7 1932
0.200000 1000 10 1941
0.200000 1000 9 1903
0.200000 1000 9 1971
0.200000 1000 9 1958
0.200000 1000 9 1984
0.200000 1000 8 1972
0.200000 1000 9 1929
0.200000 1000 9 1826
0.200000 1000 9 1922
0.200000 1000 8 1897
0.200000 1000 9 1972
0.200000 1000 10 1907
0.200000 1000 11 1920
